s	1nM_bi_250nM_mono	s	1nM_bi_50nM_mono	s	1nM_bi_2.5nM_mono
89.236	27.38067667	89.236	24.73986763	89.236	23.97733536
89.336	27.38087187	89.336	24.73299524	89.336	23.97751136
89.436	27.37594307	89.436	24.74414329	89.436	23.97768736
89.536	27.36698827	89.536	24.74432238	89.536	23.97786336
89.636	27.36718347	89.636	24.74058397	89.636	23.97803936
89.736	27.36737867	89.736	24.73371158	89.736	23.97436536
89.836	27.38367787	89.836	24.75582861	89.836	23.99126136
89.936	27.39155907	89.936	24.75600769	89.936	23.99605736
90.036	27.38748427	90.036	24.75618678	90.036	24.00448336
90.136	27.37999347	90.136	24.75636586	90.136	24.00465936
90.236	27.38018867	90.236	24.75654495	90.236	24.00483536
90.336	27.38038387	90.336	24.75672404	90.336	24.00501136
90.436	27.38057907	90.436	24.75690312	90.436	24.02674736
90.536	27.38077427	90.536	24.76402176	90.536	24.02692336
90.636	27.38096947	90.636	24.75726129	90.636	24.02313936
90.736	27.38116467	90.736	24.76135787	90.736	24.01649536
90.836	27.38135987	90.836	24.76847651	90.836	24.01667136
90.936	27.38924107	90.936	24.76865559	90.936	24.02069736
91.036	27.38602027	91.036	24.78204222	91.036	24.02780336
91.136	27.39390147	91.136	24.77819188	91.136	24.03479936
91.236	27.39409667	91.236	24.78452702	91.236	24.03882536
91.336	27.39429187	91.336	24.78470611	91.336	24.03900136
91.436	27.39448707	91.436	24.7848852	91.436	24.03917736
91.536	27.39468227	91.536	24.78506428	91.536	24.03935336
91.636	27.39487747	91.636	24.78916086	91.636	24.04337936
91.736	27.39080267	91.736	24.79639142	91.736	24.06126536
91.836	27.38331187	91.836	24.79265302	91.836	24.05748136
91.936	27.38350707	91.936	24.78578062	91.936	24.06161736
92.036	27.38370227	92.036	24.78595971	92.036	24.06179336
92.136	27.39585347	92.136	24.78613879	92.136	24.06196936
92.236	27.39604867	92.236	24.78631788	92.236	24.06599536
92.336	27.39624387	92.336	24.80832298	92.336	24.07299136
92.436	27.40070907	92.436	24.80380108	92.436	24.06931736
92.536	27.40846827	92.536	24.79558554	92.536	24.06267336
92.636	27.40439347	92.636	24.80046561	92.636	24.07571936
92.736	27.39702467	92.736	24.80903932	92.736	24.08656536
92.836	27.39721987	92.836	24.80921841	92.836	24.08674136
92.936	27.39741507	92.936	24.80548	92.936	24.08691736
93.036	27.39761027	93.036	24.80957658	93.036	24.09094336
93.136	27.39780547	93.136	24.80975566	93.136	24.09804936
93.236	27.39800067	93.236	24.80993475	93.236	24.09822536
93.336	27.39819587	93.336	24.81011383	93.336	24.10456136
93.436	27.39839107	93.436	24.80637543	93.436	24.10715736
93.536	27.40615027	93.536	24.79961496	93.536	24.10733336
93.636	27.39878147	93.636	24.79979405	93.636	24.10750936
93.736	27.39897667	93.736	24.82571664	93.736	24.11153536
93.836	27.41100587	93.836	24.83294721	93.836	24.11864136
93.936	27.41120107	93.936	24.83312629	93.936	24.12948736
94.036	27.41578827	94.036	24.82938789	94.036	24.12581336
94.136	27.42354747	94.136	24.82251549	94.136	24.12983936
94.236	27.41947267	94.236	24.82269458	94.236	24.13001536
94.336	27.41198187	94.336	24.82287366	94.336	24.13019136
94.436	27.41217707	94.436	24.82305275	94.436	24.13432736
94.536	27.41237227	94.536	24.8381183	94.536	24.14132336
94.636	27.42696347	94.636	24.84131944	94.636	24.14149936
94.736	27.42715867	94.736	24.83455898	94.736	24.14167536
94.836	27.42735387	94.836	24.83473806	94.836	24.15945136
94.936	27.42754907	94.936	24.83491715	94.936	24.15280736
95.036	27.42347427	95.036	24.84595328	95.036	24.15298336
95.136	27.41598347	95.136	24.84221487	95.136	24.15315936
95.236	27.41617867	95.236	24.83937189	95.236	24.15333536
95.336	27.41637387	95.336	24.84649053	95.336	24.15736136
95.436	27.41656907	95.436	24.84666962	95.436	24.17513736
95.536	27.41676427	95.536	24.8468487	95.536	24.17531336
95.636	27.41695947	95.636	24.85799676	95.636	24.17548936
95.736	27.42142467	95.736	24.86522733	95.736	24.18468536
95.836	27.44113987	95.836	24.85835493	95.836	24.17804136
95.936	27.43621107	95.936	24.85853402	95.936	24.17821736
96.036	27.42725627	96.036	24.86263059	96.036	24.17839336
96.136	27.42745147	96.136	24.86986116	96.136	24.18318936
96.236	27.42764667	96.236	24.87004025	96.236	24.20228536
96.336	27.42784187	96.336	24.87021933	96.336	24.19861136
96.436	27.42803707	96.436	24.86648093	96.436	24.19196736
96.536	27.42823227	96.536	24.8705775	96.536	24.20281336
96.636	27.42842747	96.636	24.88161363	96.636	24.20298936
96.736	27.42862267	96.736	24.88179272	96.736	24.20316536
96.836	27.42881787	96.836	24.8819718	96.836	24.20334136
96.936	27.43328307	96.936	24.88215089	96.936	24.21429736
97.036	27.45299827	97.036	24.88232997	97.036	24.21447336
97.136	27.44892347	97.136	24.88250906	97.136	24.22157936
97.236	27.44155467	97.236	24.88660563	97.236	24.21867536
97.336	27.44174987	97.336	24.8938362	97.336	24.22578136
97.436	27.44194507	97.436	24.89401529	97.436	24.23662736
97.536	27.44214027	97.536	24.89419437	97.536	24.23680336
97.636	27.44233547	97.636	24.89437346	97.636	24.23697936
97.736	27.44253067	97.736	24.89847003	97.736	24.23330536
97.836	27.44272587	97.836	24.9057006	97.836	24.22666136
97.936	27.44292107	97.936	24.90587969	97.936	24.23068736
98.036	27.44311627	98.036	24.90124586	98.036	24.24846336
98.136	27.44331147	98.136	24.89303032	98.136	24.26150936
98.236	27.44350667	98.236	24.90417838	98.236	24.25783536
98.336	27.44370187	98.336	24.90435746	98.336	24.25119136
98.436	27.46012307	98.436	24.90845404	98.436	24.25136736
98.536	27.46788227	98.536	24.91568461	98.536	24.25154336
98.636	27.46807747	98.636	24.91586369	98.636	24.25171936
98.736	27.46400267	98.736	24.91604278	98.736	24.26256536
98.836	27.45651187	98.836	24.92707891	98.836	24.27352136
98.936	27.45670707	98.936	24.9233405	98.936	24.26907736
99.036	27.45690227	99.036	24.91658003	99.036	24.26100336
99.136	27.45709747	99.136	24.92067661	99.136	24.26117936
99.236	27.45729267	99.236	24.92779525	99.236	24.26135536
99.336	27.45748787	99.336	24.92797433	99.336	24.27220136
99.436	27.45768307	99.436	24.92815342	99.436	24.28315736
99.536	27.46983427	99.536	24.9283325	99.536	24.28718336
99.636	27.47002947	99.636	24.92851159	99.636	24.29043936
99.736	27.47022467	99.736	24.92869068	99.736	24.28368536
99.836	27.47041987	99.836	24.9420773	99.836	24.28386136
99.936	27.47061507	99.936	24.93822697	99.936	24.29481736
100.036	27.47081027	100.036	24.93616749	100.036	24.29499336
100.136	27.47612947	100.136	24.94474119	100.136	24.29516936
100.236	27.48547467	100.236	24.94492028	100.236	24.30216536
100.336	27.48566987	100.336	24.94509936	100.336	24.29937136
100.436	27.48586507	100.436	24.94527845	100.436	24.31714736
100.536	27.48606027	100.536	24.94545753	100.536	24.31732336
100.636	27.48625547	100.636	24.94563662	100.636	24.31364936
100.736	27.49413667	100.736	24.94581571	100.736	24.30689536
100.836	27.48664587	100.836	24.95696376	100.836	24.31785136
100.936	27.48684107	100.936	24.95714285	100.936	24.31802736
101.036	27.48703627	101.036	24.96123943	101.036	24.31435336
101.136	27.48723147	101.136	24.96835806	101.136	24.30759936
101.236	27.48742667	101.236	24.96853715	101.236	24.32933536
101.336	27.49957787	101.336	24.96871624	101.336	24.32951136
101.436	27.49977307	101.436	24.96889532	101.436	24.32968736
101.536	27.49996827	101.536	24.96907441	101.536	24.32986336
101.636	27.50016347	101.636	24.965336	101.636	24.33003936
101.736	27.50035867	101.736	24.95857553	101.736	24.33021536
101.836	27.50055387	101.836	24.95875462	101.836	24.33039136
101.936	27.51270507	101.936	24.9589337	101.936	24.33738736
102.036	27.51290027	102.036	24.95911279	102.036	24.33074336
102.136	27.51309547	102.136	24.97417834	102.136	24.33476936
102.236	27.51329067	102.236	24.98129698	102.236	24.34176536
102.336	27.51348587	102.336	24.98147606	102.336	24.34194136
102.436	27.51368107	102.436	24.98165515	102.436	24.35509736
102.536	27.51387627	102.536	24.98183423	102.536	24.35131336
102.636	27.51407147	102.636	24.98201332	102.636	24.35753936
102.736	27.50999667	102.736	24.9821924	102.736	24.35771536
102.836	27.50250587	102.836	24.98237149	102.836	24.35789136
102.936	27.50270107	102.936	24.97863308	102.936	24.35806736
103.036	27.50716627	103.036	24.97176069	103.036	24.36209336
103.136	27.51077747	103.136	24.97193977	103.136	24.36919936
103.236	27.51951267	103.236	24.97211886	103.236	24.36552536
103.336	27.52300187	103.336	24.97229794	103.336	24.35877136
103.436	27.51990307	103.436	24.97247703	103.436	24.35894736
103.536	27.52766227	103.536	24.98362509	103.536	24.35912336
103.636	27.52785747	103.636	24.98772166	103.636	24.35929936
103.736	27.52805267	103.736	25.00580927	103.736	24.38092536
103.836	27.52824787	103.836	25.00598836	103.836	24.37648136
103.936	27.52844307	103.936	25.00616744	103.936	24.36840736
104.036	27.52436827	104.036	25.00634653	104.036	24.37320336
104.136	27.51699947	104.136	25.00652562	104.136	24.38162936
104.236	27.51719467	104.236	25.0067047	104.236	24.38180536
104.336	27.51738987	104.336	25.00688379	104.336	24.37813136
104.436	27.52941907	104.436	25.00706287	104.436	24.38215736
104.536	27.52961427	104.536	25.00724196	104.536	24.38233336
104.636	27.52980947	104.636	25.00742104	104.636	24.38250936
104.736	27.53000467	104.736	25.00760013	104.736	24.38268536
104.836	27.53019987	104.836	25.00777921	104.836	24.37901136
104.936	27.53039507	104.936	25.0079583	104.936	24.37236736
105.036	27.53059027	105.036	25.00421989	105.036	24.37254336
105.136	27.53078547	105.136	24.99745942	105.136	24.39801936
105.236	27.52671067	105.236	25.01073412	105.236	24.40512536
105.336	27.51934187	105.336	25.0109132	105.336	24.40530136
105.436	27.51953707	105.436	25.01109229	105.436	24.40162736
105.536	27.51973227	105.536	25.02224035	105.536	24.39487336
105.636	27.51992747	105.636	25.02241943	105.636	24.39504936
105.736	27.52012267	105.736	25.02259852	105.736	24.39522536
105.836	27.52031787	105.836	25.0227776	105.836	24.39540136
105.936	27.52051307	105.936	25.02295669	105.936	24.41020736
106.036	27.53498227	106.036	25.02313577	106.036	24.41335336
106.136	27.53517747	106.136	25.01928544	106.136	24.40670936
106.236	27.53537267	106.236	25.01252497	106.236	24.40688536
106.336	27.53556787	106.336	25.01662155	106.336	24.40706136
106.436	27.53149307	106.436	25.02385212	106.436	24.41790736
106.536	27.52400227	106.536	25.0240312	106.536	24.41423336
106.636	27.52419747	106.636	25.03506733	106.636	24.41143936
106.736	27.52439267	106.736	25.03524642	106.736	24.41843536
106.836	27.52458787	106.836	25.0354255	106.836	24.41861136
106.936	27.52478307	106.936	25.03560459	106.936	24.41878736
107.036	27.52497827	107.036	25.03578367	107.036	24.42974336
107.136	27.52517347	107.136	25.03596276	107.136	24.43684936
107.236	27.52536867	107.236	25.03614184	107.236	24.43009536
107.336	27.52556387	107.336	25.03632093	107.336	24.43027136
107.436	27.52575907	107.436	25.03650001	107.436	24.43429736
107.536	27.52083027	107.536	25.03276161	107.536	24.44140336
107.636	27.51187547	107.636	25.02600114	107.636	24.44157936
107.736	27.51207067	107.736	25.02618022	107.736	24.44175536
107.836	27.51226587	107.836	25.03721636	107.836	24.43808136
107.936	27.51246107	107.936	25.03739544	107.936	24.44210736
108.036	27.52461227	108.036	25.04149202	108.036	24.45295336
108.136	27.52480747	108.136	25.04872258	108.136	24.45312936
108.236	27.52500267	108.236	25.05987064	108.236	24.45330536
108.336	27.52519787	108.336	25.04908075	108.336	24.45348136
108.436	27.52539307	108.436	25.06022881	108.436	24.45365736
108.536	27.52558827	108.536	25.05559498	108.536	24.45383336
108.636	27.52578347	108.636	25.04737944	108.636	24.45785936
108.736	27.52597867	108.736	25.0585275	108.736	24.46496536
108.836	27.52617387	108.836	25.05870659	108.836	24.46514136
108.936	27.52209907	108.936	25.05888567	108.936	24.46531736
109.036	27.52656427	109.036	25.05906476	109.036	24.46549336
109.136	27.51480347	109.136	25.05924384	109.136	24.46951936
109.236	27.51499867	109.236	25.05942293	109.236	24.47662536
109.336	27.52714987	109.336	25.05960202	109.336	24.47680136
109.436	27.52734507	109.436	25.0597811	109.436	24.47224736
109.536	27.52754027	109.536	25.05996019	109.536	24.46417336
109.636	27.52773547	109.636	25.06013927	109.636	24.47512936
109.736	27.52793067	109.736	25.06031836	109.736	24.47530536
109.836	27.52812587	109.836	25.05657995	109.836	24.47933136
109.936	27.52832107	109.936	25.0716455	109.936	24.48643736
110.036	27.52424627	110.036	25.07182459	110.036	24.48661336
110.136	27.52871147	110.136	25.07200367	110.136	24.48678936
110.236	27.52890667	110.236	25.07218276	110.236	24.49763536
110.336	27.52910187	110.336	25.07236184	110.336	24.49396136
110.436	27.52929707	110.436	25.07254093	110.436	24.48731736
110.536	27.52949227	110.536	25.07272001	110.536	24.49134336
110.636	27.52968747	110.636	25.0728991	110.636	24.49833936
110.736	27.52561267	110.736	25.07307818	110.736	24.49851536
110.836	27.51812187	110.836	25.07325727	110.836	24.49869136
110.936	27.51831707	110.936	25.07343635	110.936	24.49886736
111.036	27.51851227	111.036	25.08447248	111.036	24.49904336
111.136	27.53066347	111.136	25.08465157	111.136	24.49921936
111.236	27.53085867	111.236	25.08091316	111.236	24.51237536
111.336	27.53105387	111.336	25.07415269	111.336	24.50859136
111.436	27.53124907	111.436	25.07433178	111.436	24.50656736
111.536	27.53144427	111.536	25.07842836	111.536	24.51499336
111.636	27.53163947	111.636	25.085547	111.636	24.51516936
111.736	27.52756467	111.736	25.08572608	111.736	24.51534536
111.836	27.52007387	111.836	25.08590517	111.836	24.51552136
111.936	27.52453907	111.936	25.08608425	111.936	24.51569736
112.036	27.53242027	112.036	25.08626334	112.036	24.51587336
112.136	27.53261547	112.136	25.09741139	112.136	24.51604936
112.236	27.53281067	112.236	25.09759048	112.236	24.52700536
112.336	27.53300587	112.336	25.10482105	112.336	24.52718136
112.436	27.53320107	112.436	25.09794865	112.436	24.53120736
112.536	27.52912627	112.536	25.09812774	112.536	24.53820336
112.636	27.52590547	112.636	25.09830682	112.636	24.53837936
112.736	27.52951667	112.736	25.09848591	112.736	24.53855536
112.836	27.51775587	112.836	25.09866499	112.836	24.53873136
112.936	27.51026507	112.936	25.09492659	112.936	24.53890736
113.036	27.51046027	113.036	25.08805419	113.036	24.53523336
113.136	27.51492547	113.136	25.08823327	113.136	24.52858936
113.236	27.52280667	113.236	25.1016199	113.236	24.52876536
113.336	27.52300187	113.336	25.10179898	113.336	24.52894136
113.436	27.52319707	113.436	25.10197807	113.436	24.52911736
113.536	27.52339227	113.536	25.09904923	113.536	24.54392336
113.636	27.53554347	113.636	25.10620346	113.636	24.55091936
113.736	27.53573867	113.736	25.10638344	113.736	24.55109536
113.836	27.53593387	113.836	25.10656342	113.836	24.55127136
113.936	27.53612907	113.936	25.1067434	113.936	24.55144736
114.036	27.53632427	114.036	25.10692338	114.036	24.55162336
114.136	27.53651947	114.136	25.10710336	114.136	24.55179936
114.236	27.53671467	114.236	25.10728335	114.236	24.55197536
114.336	27.53690987	114.336	25.10352625	114.336	24.54830136
114.436	27.53710507	114.436	25.09661949	114.436	24.54154736
114.536	27.53730027	114.536	25.09679947	114.536	24.54172336
114.636	27.53322547	114.636	25.09697945	114.636	24.54189936
114.736	27.52573467	114.736	25.09715943	114.736	24.54207536
114.836	27.53019987	114.836	25.09733941	114.836	24.54225136
114.936	27.53381107	114.936	25.10854321	114.936	24.55320736
115.036	27.52632027	115.036	25.11266027	115.036	24.55723336
115.136	27.53078547	115.136	25.13083832	115.136	24.57500936
115.236	27.55050067	115.236	25.1310183	115.236	24.57518536
115.336	27.55069587	115.336	25.13119828	115.336	24.57536136
115.436	27.55089107	115.436	25.13137826	115.436	24.57553736
115.536	27.55108627	115.536	25.13155824	115.536	24.57571336
115.636	27.53944747	115.636	25.13173822	115.636	24.57588936
115.736	27.55147667	115.736	25.1319182	115.736	24.57606536
115.836	27.55167187	115.836	25.13209819	115.836	24.57624136
115.936	27.55186707	115.936	25.13227817	115.936	24.57641736
116.036	27.55206227	116.036	25.13245815	116.036	24.57659336
116.136	27.55225747	116.136	25.13263813	116.136	24.57676936
116.236	27.55245267	116.236	25.13281811	116.236	24.57694536
116.336	27.55264787	116.336	25.13299809	116.336	24.57712136
116.436	27.54857307	116.436	25.12924099	116.436	24.57344736
116.536	27.54120427	116.536	25.12244672	116.536	24.56680336
116.636	27.54139947	116.636	25.13578779	116.636	24.57984936
116.736	27.54159467	116.736	25.13596777	116.736	24.58002536
116.836	27.54178987	116.836	25.13614775	116.836	24.58020136
116.936	27.54198507	116.936	25.14735155	116.936	24.59115736
117.036	27.54218027	117.036	25.14753153	117.036	24.59133336
117.136	27.54237547	117.136	25.14771151	117.136	24.59150936
117.236	27.54257067	117.236	25.14789149	117.236	24.59168536
117.336	27.54276587	117.336	25.14807147	117.336	24.59186136
117.436	27.54296107	117.436	25.14825145	117.436	24.59203736
117.536	27.54315627	117.536	25.14438187	117.536	24.58825336
117.636	27.54335147	117.636	25.1375876	117.636	24.58160936
117.736	27.54354667	117.736	25.14170466	117.736	24.58563536
117.836	27.54801187	117.836	25.14897138	117.836	24.59274136
117.936	27.55577107	117.936	25.14915136	117.936	24.59291736
118.036	27.55596627	118.036	25.16024267	118.036	24.60376336
118.136	27.55189147	118.136	25.16042265	118.136	24.60393936
118.236	27.55635667	118.236	25.16060263	118.236	24.60411536
118.336	27.55655187	118.336	25.16078261	118.336	24.60429136
118.436	27.55674707	118.436	25.16096259	118.436	24.60446736
118.536	27.55694227	118.536	25.16114257	118.536	24.60464336
118.636	27.55713747	118.636	25.16132255	118.636	24.60481936
118.736	27.55733267	118.736	25.16150253	118.736	24.60499536
118.836	27.55752787	118.836	25.16168251	118.836	24.60517136
118.936	27.55772307	118.936	25.15792542	118.936	24.60149736
119.036	27.56218827	119.036	25.15113115	119.036	24.59485336
119.136	27.57006947	119.136	25.15131113	119.136	24.59502936
119.236	27.57026467	119.236	25.16240244	119.236	24.60587536
119.336	27.57045987	119.336	25.16258242	119.336	24.60605136
119.436	27.57065507	119.436	25.16669948	119.436	24.61007736
119.536	27.57085027	119.536	25.1739662	119.536	24.61718336
119.636	27.57104547	119.636	25.18517	119.636	24.62813936
119.736	27.58319667	119.736	25.17432616	119.736	24.61753536
119.836	27.58339187	119.836	25.18552996	119.836	24.62849136
119.936	27.58358707	119.936	25.18087296	119.936	24.62393736
120.036	27.58378227	120.036	25.17261634	120.036	24.61586336
120.136	27.58397747	120.136	25.18382014	120.136	24.62681936
120.236	27.58417267	120.236	25.18400012	120.236	24.62699536
120.336	27.58436787	120.336	25.1841801	120.336	24.62717136
120.436	27.58456307	120.436	25.18436008	120.436	24.62734736
120.536	27.58475827	120.536	25.18454006	120.536	24.62752336
120.636	27.58495347	120.636	25.18472004	120.636	24.62769936
120.736	27.58514867	120.736	25.18490003	120.736	24.62787536
120.836	27.58009787	120.836	25.18508001	120.836	24.62805136
120.936	27.57114307	120.936	25.18525999	120.936	24.62822736
121.036	27.57133827	121.036	25.18543997	121.036	24.62840336
121.136	27.57580347	121.136	25.18561995	121.136	24.62857936
121.236	27.58368467	121.236	25.18186285	121.236	24.62490536
121.336	27.58387987	121.336	25.19700373	121.336	24.63971136
121.436	27.58407507	121.436	25.19718371	121.436	24.63988736
121.536	27.59854427	121.536	25.19736369	121.536	24.64006336
121.636	27.59873947	121.636	25.19754367	121.636	24.64023936
121.736	27.58710067	121.736	25.19772365	121.736	24.64041536
121.836	27.58729587	121.836	25.19790363	121.836	24.64059136
121.936	27.58749107	121.936	25.19808361	121.936	24.64076736
122.036	27.58768627	122.036	25.19826359	122.036	24.64094336
122.136	27.58788147	122.136	25.19844357	122.136	24.64111936
122.236	27.59234667	122.236	25.19862355	122.236	24.64129536
122.336	27.60010587	122.336	25.19880353	122.336	24.64147136
122.436	27.60030107	122.436	25.20989485	122.436	24.65231736
122.536	27.60049627	122.536	25.21007483	122.536	24.65249336
122.636	27.60069147	122.636	25.20631773	122.636	24.64881936
122.736	27.60088667	122.736	25.19952346	122.736	24.64217536
122.836	27.59681187	122.836	25.19970344	122.836	24.64235136
122.936	27.58944307	122.936	25.2038205	122.936	24.64637736
123.036	27.58963827	123.036	25.21097473	123.036	24.65337336
123.136	27.58983347	123.136	25.21115471	123.136	24.65354936
123.236	27.59002867	123.236	25.21133469	123.236	24.65372536
123.336	27.59022387	123.336	25.21151467	123.336	24.65390136
123.436	27.59041907	123.436	25.21169465	123.436	24.65407736
123.536	27.59061427	123.536	25.22289845	123.536	24.66503336
123.636	27.59080947	123.636	25.22307843	123.636	24.66520936
123.736	27.59100467	123.736	25.23034515	123.736	24.67231536
123.836	27.58680787	123.836	25.22343839	123.836	24.66556136
123.936	27.57943907	123.936	25.22361837	123.936	24.66573736
124.036	27.57963427	124.036	25.22379836	124.036	24.66591336
124.136	27.57982947	124.136	25.22397834	124.136	24.66608936
124.236	27.58002467	124.236	25.22415832	124.236	24.66626536
124.336	27.58021987	124.336	25.22040122	124.336	24.66259136
124.436	27.58041507	124.436	25.21349446	124.436	24.65583736
124.536	27.58061027	124.536	25.21367444	124.536	24.65601336
124.636	27.59276147	124.636	25.227128	124.636	24.66916936
124.736	27.59295667	124.736	25.22730798	124.736	24.66934536
124.836	27.60498587	124.836	25.22748796	124.836	24.66952136
124.936	27.60945107	124.936	25.227543	124.936	24.60761938
125.036	25.01733227	125.036	24.69210695	125.036	24.49061878
125.136	24.95672267	125.136	24.63228528	125.136	24.64491918
125.236	24.95520987	125.236	24.63079214	125.236	24.62601858
125.336	24.94430307	125.336	24.62002713	125.336	24.63600298
125.436	24.92595427	125.436	24.60191687	125.436	24.62549538
125.536	24.92029347	125.536	24.59632966	125.536	24.61455178
125.636	24.92963867	125.636	24.60555337	125.636	24.65320318
125.736	24.92751587	125.736	24.60345817	125.736	24.62776258
125.836	25.12913307	125.836	24.80245434	125.836	24.64068998
125.936	24.87020027	125.936	24.54688767	125.936	24.61437738
126.036	24.86453947	126.036	24.54130046	126.036	24.65390078
126.136	24.82044867	126.136	24.49778284	126.136	24.64579118
126.236	24.94227787	126.236	24.61802826	126.236	24.60487258
126.336	24.94247307	126.336	24.61822092	126.336	24.60831698
126.436	24.81151827	126.436	24.48896853	126.436	24.60674738
126.536	24.98422147	126.536	24.65942659	126.536	24.59547678
126.636	24.96306667	126.636	24.63854681	126.636	24.59488818
126.736	24.97424187	126.736	24.64957673	126.736	24.59844158
126.836	24.96248107	126.836	24.63796882	126.836	24.60319398
126.936	24.95023227	126.936	24.62587925	126.936	24.57960638
127.036	24.99349347	127.036	24.66857806	127.036	24.58741078
127.136	24.96501867	127.136	24.64047343	127.136	24.58377018
127.236	24.97948787	127.236	24.65475453	127.236	24.60356458
127.336	24.95003707	127.336	24.62568659	127.336	24.59087698
127.436	24.99427427	127.436	24.66934871	127.436	24.60173338
127.536	24.98519747	127.536	24.6603899	127.536	24.59580378
127.636	24.93939867	127.636	24.61518649	127.636	24.58976518
127.736	24.94325387	127.736	24.61899157	127.736	24.58688758
127.836	24.94149707	127.836	24.61725761	127.836	24.59392898
127.936	24.92888227	127.936	24.6048068	127.936	24.58342138
128.036	24.92822347	128.036	24.60415657	128.036	24.58741078
128.136	24.93220067	128.136	24.60808206	128.136	24.57919218
128.236	24.93751987	128.236	24.61333211	128.236	24.57500658
128.336	24.91111907	128.336	24.58727452	128.336	24.57986798
128.436	24.91985427	128.436	24.59589617	128.436	24.57328438
128.536	24.91577947	128.536	24.59187434	128.536	24.57345878
128.636	24.93793467	128.636	24.61374152	128.636	24.56589418
128.736	24.92373387	128.736	24.59972533	128.736	24.55320658
128.836	24.93588507	128.836	24.61171857	128.836	24.55098298
128.936	24.92924827	128.936	24.60516804	128.936	24.54734238
129.036	24.92248947	129.036	24.59849711	129.036	24.55133178
129.136	24.91926867	129.136	24.59531818	129.136	24.54082418
129.236	24.92714987	129.236	24.60309692	129.236	24.54099858
129.336	24.91538907	129.336	24.59148901	129.336	24.54498798
129.436	24.91985427	129.436	24.59589617	129.436	24.54821438
129.536	24.91065547	129.536	24.58681695	129.536	24.54152178
129.636	24.90597067	129.636	24.58219305	129.636	24.54551118
129.736	24.91141187	129.736	24.58756352	129.736	24.53979958
129.836	24.90404307	129.836	24.58029051	129.836	24.53997398
129.936	24.90423827	129.936	24.58048317	129.936	24.54014838
130.036	24.89577147	130.036	24.57212644	130.036	24.54032278
130.136	24.88157067	130.136	24.55811025	130.136	24.53363018
130.236	24.87908187	130.236	24.55565381	130.236	24.54067158
130.336	24.87500707	130.336	24.55163198	130.336	24.54084598
130.436	24.87947227	130.436	24.55603913	130.436	24.54102038
130.536	24.86771147	130.536	24.54443122	130.536	24.54119478
130.636	24.86790667	130.636	24.54462389	130.636	24.53744518
130.736	24.87237187	130.736	24.54903104	130.736	24.53086158
130.836	24.87598307	130.836	24.55259529	130.836	24.52416898
130.936	24.86849227	130.936	24.54520187	130.936	24.53121038
131.036	24.87295747	131.036	24.54960902	131.036	24.53138478
131.136	24.86656467	131.136	24.54329933	131.136	24.53155918
131.236	24.86675987	131.236	24.54349199	131.236	24.53173358
131.336	24.86695507	131.336	24.54368466	131.336	24.52122598
131.436	24.86715027	131.436	24.54387732	131.436	24.52140038
131.536	24.85965947	131.536	24.5364839	131.536	24.52157478
131.636	24.86754067	131.636	24.54426264	131.636	24.51117618
131.736	24.86773587	131.736	24.54445531	131.736	24.51135058
131.836	24.86793107	131.836	24.54464797	131.836	24.50683798
131.936	24.86812627	131.936	24.54484063	131.936	24.50276138
132.036	24.86392947	132.036	24.54069839	132.036	24.50969378
132.136	24.85656067	132.136	24.53342538	132.136	24.49918618
132.236	24.84906987	132.236	24.52603196	132.236	24.49936058
132.336	24.85695107	132.336	24.53381071	132.336	24.49953498
132.436	24.85714627	132.436	24.53400337	132.436	24.49970938
132.536	24.85734147	132.536	24.53419603	132.536	24.49988378
132.636	24.85753667	132.636	24.5343887	132.636	24.50005818
132.736	24.84577587	132.736	24.52278079	132.736	24.50023258
132.836	24.84597107	132.836	24.52297345	132.836	24.50040698
132.936	24.84616627	132.936	24.52316611	132.936	24.50058138
133.036	24.83452747	133.036	24.51167861	133.036	24.50075578
133.136	24.83472267	133.136	24.51187128	133.136	24.49035718
133.236	24.82967187	133.236	24.50688614	133.236	24.49053158
133.336	24.82510907	133.336	24.50238265	133.336	24.48002398
133.436	24.83286827	133.436	24.51004098	133.436	24.48019838
133.536	24.82110747	133.536	24.49843307	133.536	24.48495078
133.636	24.82130267	133.636	24.49862574	133.636	24.49330018
133.736	24.82149787	133.736	24.4988184	133.736	24.49347458
133.836	24.82169307	133.836	24.49901106	133.836	24.48983398
133.936	24.82188827	133.936	24.49920372	133.936	24.47256838
134.036	24.82208347	134.036	24.49939639	134.036	24.46206078
134.136	24.82227867	134.136	24.49958905	134.136	24.46223518
134.236	24.82247387	134.236	24.49978171	134.236	24.46622458
134.336	24.82266907	134.336	24.49997437	134.336	24.47326598
134.436	24.82286427	134.436	24.50016704	134.436	24.46962538
134.536	24.81122547	134.536	24.48867954	134.536	24.46293278
134.636	24.81142067	134.636	24.4888722	134.636	24.46310718
134.736	24.79965987	134.736	24.47726429	134.736	24.46328158
134.836	24.79985507	134.836	24.47745696	134.836	24.46345598
134.936	24.80517427	134.936	24.48270701	134.936	24.46363038
135.036	24.81451947	135.036	24.49193072	135.036	24.45323178
135.136	24.81471467	135.136	24.49212338	135.136	24.45340618
135.236	24.81063987	135.236	24.48810155	135.236	24.45358058
135.336	24.79131507	135.336	24.46902798	135.336	24.45375498
135.436	24.77955427	135.436	24.45742007	135.436	24.45392938
135.536	24.77974947	135.536	24.45761273	135.536	24.45410378
135.636	24.78421467	135.636	24.46201988	135.636	24.44359618
