s	1nM_bi_250nM_mono	s	1nM_bi_50nM_mono	s	1nM_bi_2.5nM_mono
228.736	23.84891387	228.736	23.53887799	228.736	23.62245558
228.836	23.86106507	228.836	23.55087123	228.836	23.62262998
228.936	23.84930427	228.936	23.53926332	228.936	23.62280438
229.036	23.84949947	229.036	23.53945598	229.036	23.62297878
229.136	23.84969467	229.136	23.53964864	229.136	23.62315318
229.236	23.84988987	229.236	23.5398413	229.236	23.62332758
229.336	23.85008507	229.336	23.54003397	229.336	23.62350198
229.436	23.85028027	229.436	23.54022663	229.436	23.62367638
229.536	23.85047547	229.536	23.54041929	229.536	23.62385078
229.636	23.85067067	229.636	23.54061195	229.636	23.62402518
229.736	23.85086587	229.736	23.54080462	229.736	23.62419958
229.836	23.85106107	229.836	23.54099728	229.836	23.61369198
229.936	23.85125627	229.936	23.54118994	229.936	23.61386638
230.036	23.83961747	230.036	23.52970244	230.036	23.61404078
230.136	23.83981267	230.136	23.52989511	230.136	23.61421518
230.236	23.84000787	230.236	23.53008777	230.236	23.61438958
230.336	23.84020307	230.336	23.53028043	230.336	23.61456398
230.436	23.84039827	230.436	23.53047309	230.436	23.61473838
230.536	23.84059347	230.536	23.53066576	230.536	23.61491278
230.636	23.84078867	230.636	23.53085842	230.636	23.61508718
230.736	23.84098387	230.736	23.53105108	230.736	23.61526158
230.836	23.84117907	230.836	23.53124374	230.836	23.61543598
230.936	23.84137427	230.936	23.53143641	230.936	23.61561038
231.036	23.84156947	231.036	23.53162907	231.036	23.61196978
231.136	23.84176467	231.136	23.53182173	231.136	23.60527718
231.236	23.83000387	231.236	23.52021382	231.236	23.60545158
231.336	23.83019907	231.336	23.52040648	231.336	23.60562598
231.436	23.83039427	231.436	23.52059915	231.436	23.60580038
231.536	23.83058947	231.536	23.52079181	231.536	23.60597478
231.636	23.83078467	231.636	23.52098447	231.636	23.60614918
231.736	23.83097987	231.736	23.52117713	231.736	23.60632358
231.836	23.83117507	231.836	23.5213698	231.836	23.60649798
231.936	23.83137027	231.936	23.52156246	231.936	23.60667238
232.036	23.83156547	232.036	23.52175512	232.036	23.59627378
232.136	23.83176067	232.136	23.52194778	232.136	23.59644818
232.236	23.83195587	232.236	23.52214045	232.236	23.59662258
232.336	23.83215107	232.336	23.52233311	232.336	23.59679698
232.436	23.82807627	232.436	23.51831128	232.436	23.59697138
232.536	23.82058547	232.536	23.51091786	232.536	23.59714578
232.636	23.82078067	232.636	23.51111052	232.636	23.59732018
232.736	23.82097587	232.736	23.51130319	232.736	23.59749458
232.836	23.82117107	232.836	23.51149585	232.836	23.59766898
232.936	23.82136627	232.936	23.51168851	232.936	23.59784338
233.036	23.82156147	233.036	23.51188117	233.036	23.59801778
233.136	23.82175667	233.136	23.51207384	233.136	23.58751018
233.236	23.82195187	233.236	23.5122665	233.236	23.57700258
233.336	23.82214707	233.336	23.51245916	233.336	23.58785898
233.436	23.81050827	233.436	23.50097166	233.436	23.58803338
233.536	23.81070347	233.536	23.50116433	233.536	23.58820778
233.636	23.81089867	233.636	23.50135699	233.636	23.58838218
233.736	23.81109387	233.736	23.50154965	233.736	23.57787458
233.836	23.81128907	233.836	23.50174231	233.836	23.57804898
233.936	23.81148427	233.936	23.50193498	233.936	23.57822338
234.036	23.81167947	234.036	23.50212764	234.036	23.57839778
234.136	23.81187467	234.136	23.5023203	234.136	23.57857218
234.236	23.81206987	234.236	23.50251296	234.236	23.57874658
234.336	23.81226507	234.336	23.50270563	234.336	23.57892098
234.436	23.81246027	234.436	23.50289829	234.436	23.57909538
234.536	23.80069947	234.536	23.49129038	234.536	23.57926978
234.636	23.78893867	234.636	23.47968247	234.636	23.57944418
234.736	23.80108987	234.736	23.4916757	234.736	23.57961858
234.836	23.80128507	234.836	23.49186837	234.836	23.57979298
234.936	23.80148027	234.936	23.49206103	234.936	23.56721438
235.036	23.80167547	235.036	23.49225369	235.036	23.57807078
235.136	23.78991467	235.136	23.48064578	235.136	23.56374818
235.236	23.79010987	235.236	23.48083844	235.236	23.55705558
235.336	23.79030507	235.336	23.48103111	235.336	23.55722998
235.436	23.79050027	235.436	23.48122377	235.436	23.55740438
235.536	23.79069547	235.536	23.48141643	235.536	23.56826078
235.636	23.79089067	235.636	23.48160909	235.636	23.55775318
235.736	23.79108587	235.736	23.48180176	235.736	23.54735458
235.836	23.79128107	235.836	23.48199442	235.836	23.54752898
235.936	23.79147627	235.936	23.48218708	235.936	23.55827638
236.036	23.79167147	236.036	23.48237974	236.036	23.55845078
236.136	23.79186667	236.136	23.48257241	236.136	23.55862518
236.236	23.79206187	236.236	23.48276507	236.236	23.55879958
236.336	23.77798307	236.336	23.46886929	236.336	23.55897398
236.436	23.79013427	236.436	23.48086253	236.436	23.55914838
236.536	23.77410347	236.536	23.46504013	236.536	23.55932278
236.636	23.76661267	236.636	23.45764671	236.636	23.54892418
236.736	23.76680787	236.736	23.45783937	236.736	23.54909858
236.836	23.76700307	236.836	23.45803203	236.836	23.54927298
236.936	23.77915427	236.936	23.47002527	236.936	23.54944738
237.036	23.76739347	237.036	23.45841736	237.036	23.54962178
237.136	23.75575467	237.136	23.44692986	237.136	23.54979618
237.236	23.75594987	237.236	23.44712252	237.236	23.53928858
237.336	23.76797907	237.336	23.45899534	237.336	23.53946298
237.436	23.76817427	237.436	23.45918801	237.436	23.53963738
237.536	23.76836947	237.536	23.45938067	237.536	23.53981178
237.636	23.76856467	237.636	23.45957333	237.636	23.53998618
237.736	23.76875987	237.736	23.45976599	237.736	23.54016058
237.836	23.76895507	237.836	23.45995866	237.836	23.52965298
237.936	23.76915027	237.936	23.46015132	237.936	23.52982738
238.036	23.75751147	238.036	23.44866382	238.036	23.53000178
238.136	23.75770667	238.136	23.44885649	238.136	23.53017618
238.236	23.75790187	238.236	23.44904915	238.236	23.53035058
238.336	23.75809707	238.336	23.44924181	238.336	23.53052498
238.436	23.75829227	238.436	23.44943447	238.436	23.53069938
238.536	23.75848747	238.536	23.44962713	238.536	23.53087378
238.636	23.74672667	238.636	23.43801923	238.636	23.53104818
238.736	23.74692187	238.736	23.43821189	238.736	23.53122258
238.836	23.74711707	238.836	23.43840455	238.836	23.53139698
238.936	23.74731227	238.936	23.43859721	238.936	23.52099838
239.036	23.74750747	239.036	23.43878987	239.036	23.53174578
239.136	23.74770267	239.136	23.43898254	239.136	23.52134718
239.236	23.73594187	239.236	23.42737463	239.236	23.53209458
239.336	23.73613707	239.336	23.42756729	239.336	23.52169598
239.436	23.73633227	239.436	23.42775995	239.436	23.52187038
239.536	23.73652747	239.536	23.42795261	239.536	23.52204478
239.636	23.73672267	239.636	23.42814528	239.636	23.52221918
239.736	23.73691787	239.736	23.42833794	239.736	23.52239358
239.836	23.73711307	239.836	23.4285306	239.836	23.52256798
239.936	23.73730827	239.936	23.42872326	239.936	23.52274238
240.036	23.73750347	240.036	23.42891593	240.036	23.52291678
240.136	23.73769867	240.136	23.42910859	240.136	23.52309118
240.236	23.73789387	240.236	23.42930125	240.236	23.52326558
240.336	23.72625507	240.336	23.41781376	240.336	23.52343998
240.436	23.73828427	240.436	23.42968658	240.436	23.52361438
240.536	23.72664547	240.536	23.41819908	240.536	23.52378878
240.636	23.73867467	240.636	23.4300719	240.636	23.52396318
240.736	23.72703587	240.736	23.41858441	240.736	23.51345558
240.836	23.72723107	240.836	23.41877707	240.836	23.51362998
240.936	23.72742627	240.936	23.41896973	240.936	23.51380438
241.036	23.72762147	241.036	23.41916239	241.036	23.51397878
241.136	23.72781667	241.136	23.41935506	241.136	23.51415318
241.236	23.72801187	241.236	23.41954772	241.236	23.51432758
241.336	23.72820707	241.336	23.41974038	241.336	23.51450198
241.436	23.72840227	241.436	23.41993304	241.436	23.51086138
241.536	23.72859747	241.536	23.4201257	241.536	23.50809278
241.636	23.72879267	241.636	23.42031837	241.636	23.50052818
241.736	23.72898787	241.736	23.42051103	241.736	23.50462658
241.836	23.72918307	241.836	23.42070369	241.836	23.49411898
241.936	23.72937827	241.936	23.42089635	241.936	23.49429338
242.036	23.72957347	242.036	23.42108902	242.036	23.49446778
242.136	23.71781267	242.136	23.40948111	242.136	23.49464218
242.236	23.71800787	242.236	23.40967377	242.236	23.48413458
242.336	23.71820307	242.336	23.40986643	242.336	23.48430898
242.436	23.71839827	242.436	23.41005909	242.436	23.48448338
242.536	23.71859347	242.536	23.41025176	242.536	23.48465778
242.636	23.71878867	242.636	23.41044442	242.636	23.48483218
242.736	23.71898387	242.736	23.41063708	242.736	23.48500658
242.836	23.71490907	242.836	23.40661525	242.836	23.48518098
242.936	23.71181027	242.936	23.40355674	242.936	23.48535538
243.036	23.70334347	243.036	23.39520001	243.036	23.48552978
243.136	23.70793067	243.136	23.39972757	243.136	23.48570418
243.236	23.69616987	243.236	23.38811966	243.236	23.47530558
243.336	23.69636507	243.336	23.38831233	243.336	23.47547998
243.436	23.69656027	243.436	23.38850499	243.436	23.47946938
243.536	23.69675547	243.536	23.38869765	243.536	23.48640178
243.636	23.68499467	243.636	23.37708974	243.636	23.48657618
243.736	23.68518987	243.736	23.3772824	243.736	23.48675058
243.836	23.68538507	243.836	23.37747507	243.836	23.48310998
243.936	23.68558027	243.936	23.37766773	243.936	23.47652638
244.036	23.68577547	244.036	23.37786039	244.036	23.47670078
244.136	23.68597067	244.136	23.37805305	244.136	23.47687518
244.236	23.68616587	244.236	23.37824572	244.236	23.47704958
244.336	23.68636107	244.336	23.37843838	244.336	23.47722398
244.436	23.68655627	244.436	23.37863104	244.436	23.47739838
244.536	23.68675147	244.536	23.3788237	244.536	23.47757278
244.636	23.67511267	244.636	23.36733621	244.636	23.47774718
244.736	23.67530787	244.736	23.36752887	244.736	23.47792158
244.836	23.67977307	244.836	23.37193602	244.836	23.47809598
244.936	23.68753227	244.936	23.37959435	244.936	23.47827038
245.036	23.68772747	245.036	23.37978701	245.036	23.47844478
245.136	23.68792267	245.136	23.37997968	245.136	23.47861918
245.236	23.68384787	245.236	23.37595785	245.236	23.47879358
245.336	23.67647907	245.336	23.36868484	245.336	23.47896798
245.436	23.67667427	245.436	23.36887751	245.436	23.47914238
245.536	23.67686947	245.536	23.36907017	245.536	23.47931678
245.636	23.67706467	245.636	23.36926283	245.636	23.46880918
245.736	23.67725987	245.736	23.36945549	245.736	23.46898358
245.836	23.67745507	245.836	23.36964816	245.836	23.46915798
245.936	23.67765027	245.936	23.36984082	245.936	23.46933238
246.036	23.67784547	246.036	23.37003348	246.036	23.46950678
246.136	23.67804067	246.136	23.37022614	246.136	23.46968118
246.236	23.67823587	246.236	23.37041881	246.236	23.46985558
246.336	23.67843107	246.336	23.37061147	246.336	23.47002998
246.436	23.67862627	246.436	23.37080413	246.436	23.47020438
246.536	23.67882147	246.536	23.37099679	246.536	23.47037878
246.636	23.67901667	246.636	23.37118946	246.636	23.45987118
246.736	23.67921187	246.736	23.37138212	246.736	23.46004558
246.836	23.67940707	246.836	23.37157478	246.836	23.46021998
246.936	23.67960227	246.936	23.37176744	246.936	23.46039438
247.036	23.66784147	247.036	23.36015953	247.036	23.46056878
247.136	23.66803667	247.136	23.3603522	247.136	23.46455818
247.236	23.66823187	247.236	23.36054486	247.236	23.46778458
247.336	23.66842707	247.336	23.36073752	247.336	23.46490698
247.436	23.66862227	247.436	23.36093018	247.436	23.46813338
247.536	23.66881747	247.536	23.36112284	247.536	23.46525578
247.636	23.66901267	247.636	23.36131551	247.636	23.46848218
247.736	23.66920787	247.736	23.36150817	247.736	23.46178958
247.836	23.66940307	247.836	23.36170083	247.836	23.46196398
247.936	23.66959827	247.936	23.36189349	247.936	23.46213838
248.036	23.65783747	248.036	23.35028558	248.036	23.46231278
248.136	23.65803267	248.136	23.35047825	248.136	23.46248718
248.236	23.65822787	248.236	23.35067091	248.236	23.43715558
248.336	23.65842307	248.336	23.35086357	248.336	23.43732998
248.436	23.65861827	248.436	23.35105623	248.436	23.43750438
248.536	23.66308347	248.536	23.35546339	248.536	23.43767878
248.636	23.66669467	248.636	23.35902764	248.636	23.43785318
248.736	23.66347387	248.736	23.35584871	248.736	23.43802758
248.836	23.66708507	248.836	23.35941297	248.836	23.43820198
248.936	23.66386427	248.936	23.35623404	248.936	23.43837638
249.036	23.66747547	249.036	23.35979829	249.036	23.43855078
249.136	23.65998467	249.136	23.35240487	249.136	23.43872518
249.236	23.66017987	249.236	23.35259753	249.236	23.43889958
249.336	23.66037507	249.336	23.3527902	249.336	23.43907398
249.436	23.66057027	249.436	23.35298286	249.436	23.43924838
249.536	23.66076547	249.536	23.35317552	249.536	23.43942278
249.636	23.63241267	249.636	23.32519131	249.636	23.43578218
249.736	23.63260787	249.736	23.32538397	249.736	23.43290458
249.836	23.63280307	249.836	23.32557663	249.836	23.42544898
249.936	23.63299827	249.936	23.32576929	249.936	23.41886538
